10_jmca,com.soops.CEN4010.JMCA.JParser.JavaCharStream,1001
10_jmca,com.soops.CEN4010.JMCA.JParser.JavaParser,1005
10_jmca,com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,1003
11_jdbacl,org.databene.jdbacl.DBUtil,1007
11_jdbacl,org.databene.jdbacl.SQLUtil,1014
12_javathena,org.javathena.login.Login,1014
13_javaviewcontrol,com.pmdesigns.jvc.tools.JVCParser,1016
13_javaviewcontrol,com.pmdesigns.jvc.tools.JVCParserTokenManager,1005
14_jsecurity,org.jsecurity.web.DefaultWebSecurityManager,1012
15_byuic,org.mozilla.javascript.Parser,1017
16_freemind,accessories.plugins.time.JDayChooser,1015
17_saxpath,com.werken.saxpath.XPathLexer,1011
18_jiprof,org.objectweb.asm.jip.MethodWriter,1017
19_shop,umd.cs.shop.JSTerm,1003
19_shop,umd.cs.shop.JSState,1013
19_shop,umd.cs.shop.JSJshop,1002
19_shop,umd.cs.shop.JSPredicateForm,1008
1_bcel,org.apache.bcel.classfile.Utility,1004
1_bcel,org.apache.bcel.generic.ConstantPoolGen,1017
1_bcel,org.apache.bcel.util.Class2HTML,1003
1_bcel,org.apache.bcel.verifier.structurals.InstConstraintVisitor,1011
20_a4j,net.kencochrane.a4j.DAO.Product,1004
20_a4j,net.kencochrane.a4j.file.FileUtil,1001
21_wheelwebtool,wheel.util.DynamicSelectModel,1011
21_wheelwebtool,wheel.asm.ClassReader,1001
21_wheelwebtool,wheel.asm.ClassWriter,1015
21_wheelwebtool,wheel.asm.FieldWriter,1013
22_firebird,org.firebirdsql.jdbc.FBProcedureCall,1006
22_firebird,org.firebirdsql.encodings.EncodingFactory,1002
22_firebird,org.firebirdsql.gds.impl.wire.AbstractJavaGDSImpl,1004
23_fastjson,com.alibaba.fastjson.util.JavaBeanInfo,1015
23_fastjson,com.alibaba.fastjson.JSONArray,1016
23_fastjson,com.alibaba.fastjson.parser.DefaultJSONParser,1017
23_fastjson,com.alibaba.fastjson.parser.JSONLexerBase,1006
23_fastjson,com.alibaba.fastjson.parser.JSONReaderScanner,1009
23_fastjson,com.alibaba.fastjson.serializer.DateCodec,1008
23_fastjson,com.alibaba.fastjson.serializer.StringCodec,1002
23_fastjson,com.alibaba.fastjson.util.ASMUtils,1003
23_fastjson,com.alibaba.fastjson.util.IOUtils,1010
23_fastjson,com.alibaba.fastjson.util.TypeUtils,1004
24_webmagic,us.codecraft.webmagic.utils.DoubleKeyMap,1015
24_webmagic,us.codecraft.webmagic.model.PageModelExtractor,1002
24_webmagic,us.codecraft.webmagic.Site,1016
24_webmagic,us.codecraft.webmagic.Page,1013
24_webmagic,us.codecraft.webmagic.Spider,1004
25_okio,okio.RealBufferedSource,1010
25_okio,okio.SegmentedByteString,1004
25_okio,okio.Segment,1000
25_okio,okio.RealBufferedSink,1012
25_okio,okio.Timeout,1011
25_okio,okio.ByteString,1000
25_okio,okio.Buffer,1013
25_okio,okio.AsyncTimeout,1012
25_okio,okio.Okio,1007
25_okio,okio.Utf8,1006
26_fixsuite,org.fixsuite.message.Library,1004
27_math,org.apache.commons.math3.ode.AbstractIntegrator,1002
27_math,org.apache.commons.math3.ode.MultistepIntegrator,1000
27_math,org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator,1006
27_math,org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator,1008
28_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,1001
29_image,org.apache.commons.imaging.common.itu_t4.T4AndT6Compression,1001
29_image,org.apache.commons.imaging.common.mylzw.MyLzwCompressor,1001
29_image,org.apache.commons.imaging.common.mylzw.MyLzwDecompressor,1002
2_jxpath,org.apache.commons.jxpath.ri.compiler.Path,1008
2_jxpath,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,1001
2_jxpath,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,1007
2_jxpath,org.apache.commons.jxpath.util.MethodLookupUtils,1011
3_gson,com.google.gson.stream.JsonReader,1017
3_gson,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,1004
3_gson,com.google.gson.internal.LinkedHashTreeMap,1006
3_gson,com.google.gson.internal.LinkedTreeMap,1001
4_freehep,org.freehep.math.minuit.MnAlgebraicSymMatrix,1014
4_freehep,org.freehep.math.minuit.MnFunctionCross,1009
4_freehep,org.freehep.math.minuit.MnHesse,1009
4_freehep,org.freehep.math.minuit.MnLineSearch,1010
4_freehep,org.freehep.math.minuit.MnMinos,1005
4_freehep,org.freehep.math.minuit.SimplexBuilder,1000
5_la4j,org.la4j.matrix.sparse.CCSMatrix,1005
5_la4j,org.la4j.vector.sparse.CompressedVector,1005
5_la4j,org.la4j.matrix.sparse.CRSMatrix,1011
5_la4j,org.la4j.linear.GaussianSolver,1002
5_la4j,org.la4j.matrix.dense.Basic1DMatrix,1015
5_la4j,org.la4j.decomposition.SingularValueDecompositor,1003
5_la4j,org.la4j.decomposition.EigenDecompositor,1007
5_la4j,org.la4j.Matrix,1013
5_la4j,org.la4j.linear.ForwardBackSubstitutionSolver,1003
6_re2j,com.google.re2j.Utils,1005
6_re2j,com.google.re2j.CharClass,1015
6_re2j,com.google.re2j.Compiler,1003
6_re2j,com.google.re2j.Parser,1015
6_re2j,com.google.re2j.RE2,1016
6_re2j,com.google.re2j.Regexp,1001
6_re2j,com.google.re2j.Simplify,1002
6_re2j,com.google.re2j.Unicode,1003
7_okhttp,okhttp3.internal.tls.OkHostnameVerifier,1000
7_okhttp,okhttp3.internal.tls.DistinguishedNameParser,1001
7_okhttp,okhttp3.internal.http.HttpHeaders,1017
7_okhttp,okhttp3.CacheControl,1004
7_okhttp,okhttp3.HttpUrl,1003
8_image,org.apache.commons.imaging.common.RationalNumber,1000
8_image,org.apache.commons.imaging.formats.bmp.BmpImageParser,1009
8_image,org.apache.commons.imaging.formats.tiff.TiffField,1009
8_image,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,1010
9_weka,weka.core.FindWithCapabilities,1006
9_weka,weka.classifiers.CheckClassifier,1009
9_weka,weka.gui.beans.Filter,1012
